SKU,Attribute_set_code,Name,Brand,Style_code,size,product_type,measuring_unit,price,shape_type,length_type,color,ideal_for,pattern,occasion,brand_color,fabric,pack_of,neck_type,sleeve_length,suitable_for,fabric_care,model_name,pockets,description,search_title,type
KK0024-S,Default,coral Solid Cape  Women's Kurti,Kiaasa,KK0024,S,simple,Regular,5349,Cape ,Ankle Length,Coral,Women's,Solid,Semi Formal,coral,Georgette,1,Round,Sleeveless,Indo Western,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,"An occasion friendly, to make your attire up to date, beautiful tiered, nicely allover embroidered cape gown.",Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0024-XL,Default,coral Solid Cape  Women's Kurti,Kiaasa,KK0024,XL,simple,Regular,5349,Cape ,Ankle Length,Coral,Women's,Solid,Semi Formal,coral,Georgette,1,Round,Sleeveless,Indo Western,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,"An occasion friendly, to make your attire up to date, beautiful tiered, nicely allover embroidered cape gown.",Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0024-XXL,Default,coral Solid Cape  Women's Kurti,Kiaasa,KK0024,XXL,simple,Regular,5349,Cape ,Ankle Length,Coral,Women's,Solid,Semi Formal,coral,Georgette,1,Round,Sleeveless,Indo Western,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,"An occasion friendly, to make your attire up to date, beautiful tiered, nicely allover embroidered cape gown.",Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0025-L,Default,Navy Blue Solid Cape  Women's Kurti,Kiaasa,KK0025,L,simple,Regular,5349,Cape ,Ankle Length,Navy Blue,Women's,Solid,Semi Formal,Navy Blue,Georgette,1,Round,Sleeveless,Indo Western,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,"An occasion friendly, to make your attire up to date, beautiful tiered, nicely allover embroidered cape gown.",Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0025-M,Default,Navy Blue Solid Cape  Women's Kurti,Kiaasa,KK0025,M,simple,Regular,5349,Cape ,Ankle Length,Navy Blue,Women's,Solid,Semi Formal,Navy Blue,Georgette,1,Round,Sleeveless,Indo Western,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,"An occasion friendly, to make your attire up to date, beautiful tiered, nicely allover embroidered cape gown.",Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0025-S,Default,Navy Blue Solid Cape  Women's Kurti,Kiaasa,KK0025,S,simple,Regular,5349,Cape ,Ankle Length,Navy Blue,Women's,Solid,Semi Formal,Navy Blue,Georgette,1,Round,Sleeveless,Indo Western,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,"An occasion friendly, to make your attire up to date, beautiful tiered, nicely allover embroidered cape gown.",Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0025-XL,Default,Navy Blue Solid Cape  Women's Kurti,Kiaasa,KK0025,XL,simple,Regular,5349,Cape ,Ankle Length,Navy Blue,Women's,Solid,Semi Formal,Navy Blue,Georgette,1,Round,Sleeveless,Indo Western,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,"An occasion friendly, to make your attire up to date, beautiful tiered, nicely allover embroidered cape gown.",Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0025-XXL,Default,Navy Blue Solid Cape  Women's Kurti,Kiaasa,KK0025,XXL,simple,Regular,5349,Cape ,Ankle Length,Navy Blue,Women's,Solid,Semi Formal,Navy Blue,Georgette,1,Round,Sleeveless,Indo Western,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,"An occasion friendly, to make your attire up to date, beautiful tiered, nicely allover embroidered cape gown.",Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0026-L,Default,Beige Printed A-line Women's Kurti,Kiaasa,KK0026,L,simple,Regular,2499,A-line,Calf Length,Beige,Women's,Printed,Casual,Beige,Cotton,1,"Mandarin Collar

",3/4 Sleeve,Ethnic Wear,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,"A must have, Printed kurta with muilti colourful embroidery around the neckline.",Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0026-M,Default,Beige Printed A-line Women's Kurti,Kiaasa,KK0026,M,simple,Regular,2499,A-line,Calf Length,Beige,Women's,Printed,Casual,Beige,Cotton,1,"Mandarin Collar

",3/4 Sleeve,Ethnic Wear,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,"A must have, Printed kurta with muilti colourful embroidery around the neckline.",Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0026-S,Default,Beige Printed A-line Women's Kurti,Kiaasa,KK0026,S,simple,Regular,2499,A-line,Calf Length,Beige,Women's,Printed,Casual,Beige,Cotton,1,"Mandarin Collar

",3/4 Sleeve,Ethnic Wear,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,"A must have, Printed kurta with muilti colourful embroidery around the neckline.",Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0026-XL,Default,Beige Printed A-line Women's Kurti,Kiaasa,KK0026,XL,simple,Regular,2499,A-line,Calf Length,Beige,Women's,Printed,Casual,Beige,Cotton,1,"Mandarin Collar

",3/4 Sleeve,Ethnic Wear,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,"A must have, Printed kurta with muilti colourful embroidery around the neckline.",Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0026-XXL,Default,Beige Printed A-line Women's Kurti,Kiaasa,KK0026,XXL,simple,Regular,2499,A-line,Calf Length,Beige,Women's,Printed,Casual,Beige,Cotton,1,"Mandarin Collar

",3/4 Sleeve,Ethnic Wear,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,"A must have, Printed kurta with muilti colourful embroidery around the neckline.",Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0027-L,Default,Light pinK Printed A-line Women's Kurti,Kiaasa,KK0027,L,simple,Regular,2499,A-line,Calf Length,Light Pink,Women's,Printed,Casual,Light pinK,Cotton,1,"Mandarin Collar

",3/4 Sleeve,Ethnic Wear,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,"A must have, Printed kurta with muilti colourful embroidery around the neckline.",Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0027-M,Default,Light pinK Printed A-line Women's Kurti,Kiaasa,KK0027,M,simple,Regular,2499,A-line,Calf Length,Light Pink,Women's,Printed,Casual,Light pinK,Cotton,1,"Mandarin Collar

",3/4 Sleeve,Ethnic Wear,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,"A must have, Printed kurta with muilti colourful embroidery around the neckline.",Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0027-S,Default,Light pinK Printed A-line Women's Kurti,Kiaasa,KK0027,S,simple,Regular,2499,A-line,Calf Length,Light Pink,Women's,Printed,Casual,Light pinK,Cotton,1,"Mandarin Collar

",3/4 Sleeve,Ethnic Wear,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,"A must have, Printed kurta with muilti colourful embroidery around the neckline.",Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0027-XL,Default,Light pinK Printed A-line Women's Kurti,Kiaasa,KK0027,XL,simple,Regular,2499,A-line,Calf Length,Light Pink,Women's,Printed,Casual,Light pinK,Cotton,1,"Mandarin Collar

",3/4 Sleeve,Ethnic Wear,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,"A must have, Printed kurta with muilti colourful embroidery around the neckline.",Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0027-XXL,Default,Light pinK Printed A-line Women's Kurti,Kiaasa,KK0027,XXL,simple,Regular,2499,A-line,Calf Length,Light Pink,Women's,Printed,Casual,Light pinK,Cotton,1,"Mandarin Collar

",3/4 Sleeve,Ethnic Wear,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,"A must have, Printed kurta with muilti colourful embroidery around the neckline.",Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0028-L,Default,coral Solid A-line Women's Kurti,Kiaasa,KK0028,L,simple,Regular,1249,A-line,Calf Length,Coral,Women's,Solid,Casual,coral,Polyester,1,"Mandarin Collar

",Half Sleeves,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,Look smart in this beautiful Kurta with front placket and cuffed sleeves with buttons detailings.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0028-M,Default,coral Solid A-line Women's Kurti,Kiaasa,KK0028,M,simple,Regular,1249,A-line,Calf Length,Coral,Women's,Solid,Casual,coral,Polyester,1,"Mandarin Collar

",Half Sleeves,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,Look smart in this beautiful Kurta with front placket and cuffed sleeves with buttons detailings.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0028-S,Default,coral Solid A-line Women's Kurti,Kiaasa,KK0028,S,simple,Regular,1249,A-line,Calf Length,Coral,Women's,Solid,Casual,coral,Polyester,1,"Mandarin Collar

",Half Sleeves,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,Look smart in this beautiful Kurta with front placket and cuffed sleeves with buttons detailings.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0028-XL,Default,coral Solid A-line Women's Kurti,Kiaasa,KK0028,XL,simple,Regular,1249,A-line,Calf Length,Coral,Women's,Solid,Casual,coral,Polyester,1,"Mandarin Collar

",Half Sleeves,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,Look smart in this beautiful Kurta with front placket and cuffed sleeves with buttons detailings.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0028-XS,Default,coral Solid A-line Women's Kurti,Kiaasa,KK0028,XS,simple,Regular,1249,A-line,Calf Length,Coral,Women's,Solid,Casual,coral,Polyester,1,"Mandarin Collar

",Half Sleeves,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,Look smart in this beautiful Kurta with front placket and cuffed sleeves with buttons detailings.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0028-XXL,Default,coral Solid A-line Women's Kurti,Kiaasa,KK0028,XXL,simple,Regular,1249,A-line,Calf Length,Coral,Women's,Solid,Casual,coral,Polyester,1,"Mandarin Collar

",Half Sleeves,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,Look smart in this beautiful Kurta with front placket and cuffed sleeves with buttons detailings.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0030-L,Default,green Yarn Dyed flared Women's Kurti,Kiaasa,KK0030,L,simple,Regular,2999,flared,Calf Length,Green,Women's,Yarn Dyed,Casual,green,Cotton,1,Round,3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,An occasion special yarn-dyed kurta with buttons detailings on front and cuffed sleeves.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0030-M,Default,green Yarn Dyed flared Women's Kurti,Kiaasa,KK0030,M,simple,Regular,2999,flared,Calf Length,Green,Women's,Yarn Dyed,Casual,green,Cotton,1,Round,3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,An occasion special yarn-dyed kurta with buttons detailings on front and cuffed sleeves.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0030-S,Default,green Yarn Dyed flared Women's Kurti,Kiaasa,KK0030,S,simple,Regular,2999,flared,Calf Length,Green,Women's,Yarn Dyed,Casual,green,Cotton,1,Round,3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,An occasion special yarn-dyed kurta with buttons detailings on front and cuffed sleeves.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0030-XL,Default,green Yarn Dyed flared Women's Kurti,Kiaasa,KK0030,XL,simple,Regular,2999,flared,Calf Length,Green,Women's,Yarn Dyed,Casual,green,Cotton,1,Round,3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,An occasion special yarn-dyed kurta with buttons detailings on front and cuffed sleeves.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0030-XS,Default,green Yarn Dyed flared Women's Kurti,Kiaasa,KK0030,XS,simple,Regular,2999,flared,Calf Length,Green,Women's,Yarn Dyed,Casual,green,Cotton,1,Round,3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,An occasion special yarn-dyed kurta with buttons detailings on front and cuffed sleeves.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0030-XXL,Default,green Yarn Dyed flared Women's Kurti,Kiaasa,KK0030,XXL,simple,Regular,2999,flared,Calf Length,Green,Women's,Yarn Dyed,Casual,green,Cotton,1,Round,3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,An occasion special yarn-dyed kurta with buttons detailings on front and cuffed sleeves.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0031-L,Default,Multicolor Yarn Dyed A-line Women's Kurti,Kiaasa,KK0031,L,simple,Regular,1999,A-line,Calf Length,Multicolor,Women's,Yarn Dyed,Casual,Multicolor,cotton Blend,1,Round,3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,"Feel special in this beautiful Yarn-dyed, A-Line kurta with buttons detailings on front.",Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0031-M,Default,Multicolor Yarn Dyed A-line Women's Kurti,Kiaasa,KK0031,M,simple,Regular,1999,A-line,Calf Length,Multicolor,Women's,Yarn Dyed,Casual,Multicolor,cotton Blend,1,Round,3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,"Feel special in this beautiful Yarn-dyed, A-Line kurta with buttons detailings on front.",Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0031-S,Default,Multicolor Yarn Dyed A-line Women's Kurti,Kiaasa,KK0031,S,simple,Regular,1999,A-line,Calf Length,Multicolor,Women's,Yarn Dyed,Casual,Multicolor,cotton Blend,1,Round,3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,"Feel special in this beautiful Yarn-dyed, A-Line kurta with buttons detailings on front.",Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0031-XL,Default,Multicolor Yarn Dyed A-line Women's Kurti,Kiaasa,KK0031,XL,simple,Regular,1999,A-line,Calf Length,Multicolor,Women's,Yarn Dyed,Casual,Multicolor,cotton Blend,1,Round,3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,"Feel special in this beautiful Yarn-dyed, A-Line kurta with buttons detailings on front.",Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0031-XS,Default,Multicolor Yarn Dyed A-line Women's Kurti,Kiaasa,KK0031,XS,simple,Regular,1999,A-line,Calf Length,Multicolor,Women's,Yarn Dyed,Casual,Multicolor,cotton Blend,1,Round,3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,"Feel special in this beautiful Yarn-dyed, A-Line kurta with buttons detailings on front.",Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0031-XXL,Default,Multicolor Yarn Dyed A-line Women's Kurti,Kiaasa,KK0031,XXL,simple,Regular,1999,A-line,Calf Length,Multicolor,Women's,Yarn Dyed,Casual,Multicolor,cotton Blend,1,Round,3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,"Feel special in this beautiful Yarn-dyed, A-Line kurta with buttons detailings on front.",Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0032-L,Default,peach Printed Asymmetric Women's Kurti,Kiaasa,KK0032,L,simple,Regular,2999,Asymmetric,Calf Length,Pink,Women's,Printed,Casual,peach,Cotton,1,Round,Half Sleeves,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,Yes,Grab attention in this beautiful contemporary printed kurta with buttons detailing on front ,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0032-M,Default,peach Printed Asymmetric Women's Kurti,Kiaasa,KK0032,M,simple,Regular,2999,Asymmetric,Calf Length,Pink,Women's,Printed,Casual,peach,Cotton,1,Round,Half Sleeves,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,Yes,Grab attention in this beautiful contemporary printed kurta with buttons detailing on front ,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0032-S,Default,peach Printed Asymmetric Women's Kurti,Kiaasa,KK0032,S,simple,Regular,2999,Asymmetric,Calf Length,Pink,Women's,Printed,Casual,peach,Cotton,1,Round,Half Sleeves,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,Yes,Grab attention in this beautiful contemporary printed kurta with buttons detailing on front ,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0032-XL,Default,peach Printed Asymmetric Women's Kurti,Kiaasa,KK0032,XL,simple,Regular,2999,Asymmetric,Calf Length,Pink,Women's,Printed,Casual,peach,Cotton,1,Round,Half Sleeves,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,Yes,Grab attention in this beautiful contemporary printed kurta with buttons detailing on front ,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0032-XS,Default,peach Printed Asymmetric Women's Kurti,Kiaasa,KK0032,XS,simple,Regular,2999,Asymmetric,Calf Length,Pink,Women's,Printed,Casual,peach,Cotton,1,Round,Half Sleeves,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,Yes,Grab attention in this beautiful contemporary printed kurta with buttons detailing on front ,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0032-XXL,Default,peach Printed Asymmetric Women's Kurti,Kiaasa,KK0032,XXL,simple,Regular,2999,Asymmetric,Calf Length,Pink,Women's,Printed,Casual,peach,Cotton,1,Round,Half Sleeves,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,Yes,Grab attention in this beautiful contemporary printed kurta with buttons detailing on front ,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0033-L,Default,Pink Yarn Dyed A-line Women's Kurti,Kiaasa,KK0033,L,simple,Regular,2399,A-line,Calf Length,Pink,Women's,Yarn Dyed,Casual,Pink,Cotton,1,"Mandarin Collar

",3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,Feel special in this beautiful yarn-dyed outfit with side pocket and ruffled sleeves.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0033-M,Default,Pink Yarn Dyed A-line Women's Kurti,Kiaasa,KK0033,M,simple,Regular,2399,A-line,Calf Length,Pink,Women's,Yarn Dyed,Casual,Pink,Cotton,1,"Mandarin Collar

",3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,Feel special in this beautiful yarn-dyed outfit with side pocket and ruffled sleeves.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0033-S,Default,Pink Yarn Dyed A-line Women's Kurti,Kiaasa,KK0033,S,simple,Regular,2399,A-line,Calf Length,Pink,Women's,Yarn Dyed,Casual,Pink,Cotton,1,"Mandarin Collar

",3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,Feel special in this beautiful yarn-dyed outfit with side pocket and ruffled sleeves.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0033-XL,Default,Pink Yarn Dyed A-line Women's Kurti,Kiaasa,KK0033,XL,simple,Regular,2399,A-line,Calf Length,Pink,Women's,Yarn Dyed,Casual,Pink,Cotton,1,"Mandarin Collar

",3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,Feel special in this beautiful yarn-dyed outfit with side pocket and ruffled sleeves.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0033-XS,Default,Pink Yarn Dyed A-line Women's Kurti,Kiaasa,KK0033,XS,simple,Regular,2399,A-line,Calf Length,Pink,Women's,Yarn Dyed,Casual,Pink,Cotton,1,"Mandarin Collar

",3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,Feel special in this beautiful yarn-dyed outfit with side pocket and ruffled sleeves.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0033-XXL,Default,Pink Yarn Dyed A-line Women's Kurti,Kiaasa,KK0033,XXL,simple,Regular,2399,A-line,Calf Length,Pink,Women's,Yarn Dyed,Casual,Pink,Cotton,1,"Mandarin Collar

",3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,Feel special in this beautiful yarn-dyed outfit with side pocket and ruffled sleeves.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0034-L,Default,green Yarn Dyed A-line Women's Kurti,Kiaasa,KK0034,L,simple,Regular,1999,A-line,Calf Length,Green,Women's,Yarn Dyed,Casual,green,Cotton,1,Round,3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,Yes,Feel special in this beautiful yarn-dyed outfit with side pocket and ruffled sleeves.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0034-M,Default,green Yarn Dyed A-line Women's Kurti,Kiaasa,KK0034,M,simple,Regular,1999,A-line,Calf Length,Green,Women's,Yarn Dyed,Casual,green,Cotton,1,Round,3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,Yes,Feel special in this beautiful yarn-dyed outfit with side pocket and ruffled sleeves.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0034-S,Default,green Yarn Dyed A-line Women's Kurti,Kiaasa,KK0034,S,simple,Regular,1999,A-line,Calf Length,Green,Women's,Yarn Dyed,Casual,green,Cotton,1,Round,3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,Yes,Feel special in this beautiful yarn-dyed outfit with side pocket and ruffled sleeves.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0034-XL,Default,green Yarn Dyed A-line Women's Kurti,Kiaasa,KK0034,XL,simple,Regular,1999,A-line,Calf Length,Green,Women's,Yarn Dyed,Casual,green,Cotton,1,Round,3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,Yes,Feel special in this beautiful yarn-dyed outfit with side pocket and ruffled sleeves.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0034-XS,Default,green Yarn Dyed A-line Women's Kurti,Kiaasa,KK0034,XS,simple,Regular,1999,A-line,Calf Length,Green,Women's,Yarn Dyed,Casual,green,Cotton,1,Round,3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,Yes,Feel special in this beautiful yarn-dyed outfit with side pocket and ruffled sleeves.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0034-XXL,Default,green Yarn Dyed A-line Women's Kurti,Kiaasa,KK0034,XXL,simple,Regular,1999,A-line,Calf Length,Green,Women's,Yarn Dyed,Casual,green,Cotton,1,Round,3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,Yes,Feel special in this beautiful yarn-dyed outfit with side pocket and ruffled sleeves.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0035-L,Default,green Yarn Dyed A-line Women's Kurti,Kiaasa,KK0035,L,simple,Regular,1999,A-line,Calf Length,Green,Women's,Yarn Dyed,Casual,green,Cotton,1,Round,3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,An elegant kurta with front placket detailings. ,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0035-M,Default,green Yarn Dyed A-line Women's Kurti,Kiaasa,KK0035,M,simple,Regular,1999,A-line,Calf Length,Green,Women's,Yarn Dyed,Casual,green,Cotton,1,Round,3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,An elegant kurta with front placket detailings. ,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0035-S,Default,green Yarn Dyed A-line Women's Kurti,Kiaasa,KK0035,S,simple,Regular,1999,A-line,Calf Length,Green,Women's,Yarn Dyed,Casual,green,Cotton,1,Round,3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,An elegant kurta with front placket detailings. ,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0035-XL,Default,green Yarn Dyed A-line Women's Kurti,Kiaasa,KK0035,XL,simple,Regular,1999,A-line,Calf Length,Green,Women's,Yarn Dyed,Casual,green,Cotton,1,Round,3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,An elegant kurta with front placket detailings. ,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0035-XS,Default,green Yarn Dyed A-line Women's Kurti,Kiaasa,KK0035,XS,simple,Regular,1999,A-line,Calf Length,Green,Women's,Yarn Dyed,Casual,green,Cotton,1,Round,3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,An elegant kurta with front placket detailings. ,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0035-XXL,Default,green Yarn Dyed A-line Women's Kurti,Kiaasa,KK0035,XXL,simple,Regular,1999,A-line,Calf Length,Green,Women's,Yarn Dyed,Casual,green,Cotton,1,Round,3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,An elegant kurta with front placket detailings. ,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0036-L,Default,Pink Yarn Dyed A-line Women's Kurti,Kiaasa,KK0036,L,simple,Regular,1999,A-line,Calf Length,Pink,Women's,Yarn Dyed,Casual,Pink,Cotton,1,Round,3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,Yes,Look beautiful in this smart yarn-dyed kurta with placket and pocket detailings.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0036-M,Default,Pink Yarn Dyed A-line Women's Kurti,Kiaasa,KK0036,M,simple,Regular,1999,A-line,Calf Length,Pink,Women's,Yarn Dyed,Casual,Pink,Cotton,1,Round,3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,Yes,Look beautiful in this smart yarn-dyed kurta with placket and pocket detailings.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0036-S,Default,Pink Yarn Dyed A-line Women's Kurti,Kiaasa,KK0036,S,simple,Regular,1999,A-line,Calf Length,Pink,Women's,Yarn Dyed,Casual,Pink,Cotton,1,Round,3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,Yes,Look beautiful in this smart yarn-dyed kurta with placket and pocket detailings.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
